id,tipo,peso
0,20ft,20
1,20ft,28
2,20ft,20
3,20ft,20
4,20ft,20
5,20ft,15
6,40ft,8
7,40ft,24
8,40ft,27
9,40ft,19
10,40ft,13
11,20ft,26
12,20ft,29
13,20ft,20
14,20ft,23
15,40ft,26
16,40ft,8
17,20ft,27
18,20ft,28
19,40ft,25
20,40ft,23
21,40ft,22
22,40ft,14
23,40ft,8
24,40ft,3
25,40ft,25
26,40ft,25
27,40ft,22
28,40ft,22
29,40ft,27
30,40ft,29
31,40ft,25
32,40ft,22
33,40ft,21
34,40ft,20
35,40ft,20
36,40ft,21
37,40ft,20
38,40ft,20
39,40ft,22
40,40ft,8
41,20ft,9
42,20ft,22
43,40ft,19
44,40ft,21
45,40ft,22
46,40ft,20
47,40ft,19
48,40ft,22
49,20ft,14
50,20ft,19
51,40ft,25
52,40ft,22
53,40ft,21
54,20ft,19
55,20ft,27
56,40ft,29
57,40ft,25
58,40ft,19
59,20ft,22
60,20ft,27
61,20ft,22
62,20ft,22
63,20ft,22
64,20ft,19
65,20ft,3
66,20ft,22
67,40ft,19
68,40ft,23
69,40ft,21
70,20ft,14
71,20ft,20
72,40ft,26
73,40ft,24
74,40ft,23
75,40ft,20
76,20ft,22
77,20ft,26
78,20ft,3
79,20ft,25
80,40ft,27
81,40ft,28
82,40ft,21
83,40ft,22
84,40ft,26
85,40ft,24
86,40ft,22
87,40ft,22
88,40ft,22
89,40ft,26
90,40ft,23
91,40ft,6
92,40ft,5
93,40ft,5
94,40ft,26
95,40ft,21
96,40ft,22
97,40ft,20
98,40ft,25
99,40ft,20
100,40ft,22
101,40ft,28
102,40ft,29
103,40ft,20
104,40ft,20
105,40ft,20
106,40ft,21
107,40ft,19
108,40ft,20
109,40ft,14
110,40ft,5
111,20ft,21
112,20ft,21
113,40ft,27
114,40ft,25
115,40ft,14
116,40ft,21
117,40ft,3
118,20ft,27
119,20ft,28
120,20ft,26
121,20ft,26
122,40ft,26
123,20ft,24
124,20ft,29
125,20ft,25
126,20ft,26
127,40ft,29
128,40ft,28
129,40ft,21
130,20ft,26
131,20ft,27
132,20ft,19
133,20ft,20
134,20ft,22
135,20ft,22
136,20ft,19
137,20ft,29
138,20ft,15
139,20ft,22
140,40ft,26
141,40ft,26
142,40ft,19
143,40ft,19
144,40ft,19
145,40ft,19
146,40ft,5
147,40ft,3
148,20ft,20
149,20ft,26
150,40ft,29
151,40ft,21
152,40ft,22
153,40ft,22
154,40ft,21
155,20ft,28
156,20ft,26
157,20ft,25
158,20ft,26
159,20ft,24
160,20ft,28
161,20ft,24
162,20ft,25
163,20ft,22
164,20ft,28
165,20ft,21
166,20ft,13
167,40ft,25
168,20ft,19
169,20ft,29
170,20ft,19
171,20ft,26
172,20ft,22
173,20ft,29
174,20ft,13
175,20ft,19
176,40ft,25
177,40ft,21
178,40ft,19
179,20ft,20
180,20ft,25
181,20ft,21
182,20ft,28
183,20ft,19
184,20ft,29
185,20ft,19
186,20ft,26
187,20ft,22
188,20ft,27
189,40ft,23
190,40ft,5
191,20ft,24
192,20ft,25
193,40ft,27
194,40ft,29
195,40ft,27
196,40ft,21
197,40ft,9
198,20ft,21
199,20ft,24
200,20ft,22
201,20ft,21
202,40ft,18
203,20ft,2
204,20ft,19
205,40ft,14
206,40ft,5
207,20ft,26
208,20ft,22
209,40ft,25
210,40ft,26
211,40ft,5
212,20ft,22
213,20ft,24
214,40ft,27
215,40ft,25
216,40ft,20
217,20ft,25
218,20ft,25
219,40ft,26
220,40ft,27
221,40ft,29
222,20ft,19
223,20ft,19
224,40ft,19
225,40ft,22
226,40ft,5
227,20ft,3
228,20ft,9
229,40ft,6
230,40ft,6
231,40ft,6
232,40ft,24
233,40ft,28
234,40ft,25
235,40ft,25
236,40ft,29
237,20ft,19
238,20ft,24
239,20ft,22
240,20ft,24
241,40ft,25
242,40ft,29
243,40ft,24
244,40ft,26
245,40ft,27
246,20ft,14
247,20ft,22
248,40ft,24
249,40ft,28
250,40ft,19
251,40ft,22
252,40ft,23
253,40ft,21
254,20ft,20
255,20ft,29
256,20ft,20
257,20ft,20
258,20ft,21
259,20ft,21
260,20ft,21
