id,tipo,peso
0,20ft,25
1,20ft,26
2,20ft,19
3,20ft,25
4,40ft,22
5,40ft,5
6,40ft,5
7,40ft,6
8,40ft,5
9,40ft,5
10,40ft,20
11,40ft,19
12,40ft,5
13,40ft,3
14,20ft,28
15,20ft,25
16,40ft,25
17,40ft,22
18,40ft,20
19,40ft,28
20,40ft,8
21,40ft,8
22,40ft,6
23,20ft,22
24,20ft,24
25,20ft,21
26,20ft,27
27,20ft,19
28,20ft,9
29,40ft,9
30,40ft,19
31,20ft,15
32,20ft,22
33,40ft,19
34,40ft,21
35,40ft,15
36,40ft,14
37,40ft,13
38,40ft,14
39,20ft,21
40,20ft,24
41,20ft,19
42,20ft,29
43,20ft,12
44,20ft,28
45,20ft,2
46,20ft,19
47,40ft,13
48,20ft,21
49,20ft,20
50,20ft,19
51,20ft,19
52,40ft,19
53,40ft,21
54,40ft,22
55,40ft,22
56,40ft,13
57,40ft,20
58,40ft,21
59,40ft,22
60,40ft,22
61,40ft,28
62,40ft,26
63,40ft,25
64,40ft,28
65,40ft,20
66,40ft,20
67,40ft,22
68,40ft,19
69,40ft,28
70,40ft,5
71,40ft,2
72,20ft,21
73,20ft,23
74,20ft,23
75,20ft,21
76,40ft,27
77,40ft,20
78,20ft,2
79,20ft,29
80,40ft,24
81,40ft,26
82,40ft,28
83,40ft,26
84,40ft,21
85,40ft,19
86,40ft,19
87,40ft,6
88,40ft,5
89,40ft,21
90,40ft,21
91,20ft,12
92,20ft,21
93,40ft,25
94,40ft,27
95,40ft,25
96,20ft,20
97,20ft,19
98,40ft,18
99,40ft,21
100,40ft,20
101,40ft,19
102,40ft,15
103,20ft,19
104,20ft,28
105,20ft,19
106,20ft,29
107,20ft,20
108,20ft,22
109,20ft,21
110,20ft,20
111,40ft,28
112,40ft,28
113,40ft,27
114,40ft,28
115,40ft,21
116,40ft,15
117,40ft,9
118,40ft,9
119,20ft,3
120,20ft,29
121,20ft,3
122,20ft,9
123,40ft,6
124,40ft,3
125,40ft,3
126,20ft,20
127,20ft,25
128,20ft,19
129,20ft,22
130,20ft,20
131,20ft,19
132,40ft,26
133,40ft,21
134,20ft,2
135,20ft,21
136,40ft,22
137,20ft,19
138,20ft,27
139,20ft,22
140,20ft,19
141,20ft,22
142,20ft,14
143,40ft,9
144,20ft,2
145,20ft,28
146,40ft,21
147,40ft,21
148,40ft,22
149,20ft,14
150,20ft,22
151,20ft,9
152,20ft,19
153,40ft,24
154,40ft,29
155,20ft,21
156,20ft,19
157,20ft,2
158,20ft,19
159,40ft,21
160,40ft,14
161,40ft,14
162,40ft,8
163,20ft,26
164,20ft,26
165,20ft,22
166,20ft,24
167,20ft,19
168,20ft,25
169,20ft,22
170,20ft,28
171,20ft,21
172,20ft,27
173,40ft,21
174,40ft,19
175,20ft,21
176,20ft,28
177,20ft,13
178,20ft,25
179,40ft,24
180,40ft,28
181,40ft,27
182,40ft,26
183,40ft,21
184,40ft,3
185,40ft,3
186,40ft,2
187,40ft,3
188,40ft,2
189,40ft,2
190,20ft,22
191,20ft,27
192,20ft,21
193,20ft,22
194,20ft,22
195,20ft,21
196,20ft,13
197,20ft,22
198,40ft,22
199,40ft,13
200,40ft,6
201,20ft,20
202,20ft,20
203,20ft,21
204,20ft,22
205,40ft,24
206,40ft,25
207,40ft,26
208,40ft,27
209,20ft,12
210,20ft,22
211,40ft,13
212,40ft,9
213,40ft,2
214,40ft,25
215,40ft,24
216,40ft,21
217,40ft,19
218,20ft,22
219,20ft,3
220,40ft,19
221,40ft,21
222,40ft,21
223,40ft,24
224,40ft,29
225,40ft,21
226,40ft,21
227,20ft,22
228,20ft,22
229,40ft,8
230,40ft,6
231,40ft,5
232,20ft,3
233,20ft,19
234,20ft,2
235,20ft,19
236,40ft,19
237,40ft,20
238,40ft,21
239,20ft,28
240,20ft,27
241,20ft,21
242,20ft,25
243,20ft,14
244,20ft,27
245,40ft,28
246,40ft,23
247,40ft,8
248,40ft,25
249,40ft,28
250,40ft,29
251,40ft,21
252,40ft,22
253,40ft,20
254,40ft,13
255,40ft,9
256,20ft,20
257,20ft,24
258,20ft,19
259,20ft,26
260,20ft,14
261,20ft,27
262,40ft,22
263,40ft,14
264,40ft,8
265,40ft,8
266,40ft,8
267,20ft,21
268,20ft,25
269,40ft,26
270,40ft,21
271,40ft,22
272,40ft,20
273,40ft,22
274,40ft,19
275,40ft,22
276,20ft,28
277,20ft,28
278,40ft,26
279,40ft,27
280,40ft,28
281,40ft,27
282,40ft,28
283,40ft,25
284,20ft,21
285,20ft,21
286,40ft,28
287,40ft,27
288,40ft,24
289,40ft,25
290,40ft,28
291,40ft,29
292,40ft,27
293,20ft,20
294,20ft,26
295,20ft,20
296,20ft,20
297,40ft,27
298,40ft,26
299,40ft,22
300,20ft,21
301,20ft,20
302,20ft,19
303,20ft,21
304,20ft,22
305,20ft,20
306,40ft,6
307,40ft,9
308,40ft,6
309,40ft,6
310,40ft,5
311,40ft,8
312,40ft,5
313,40ft,3
314,20ft,18
315,20ft,21
316,40ft,26
317,40ft,21
318,40ft,9
319,40ft,2
320,40ft,2
321,40ft,20
322,40ft,21
323,40ft,19
324,40ft,18
325,40ft,9
326,40ft,8
327,20ft,21
328,20ft,29
329,20ft,20
330,20ft,26
331,20ft,21
332,20ft,27
333,20ft,18
334,20ft,19
335,20ft,9
336,20ft,22
337,40ft,27
338,40ft,21
339,40ft,13
340,20ft,28
341,20ft,25
342,20ft,22
343,20ft,27
344,40ft,25
345,40ft,19
346,40ft,20
347,40ft,21
348,40ft,19
349,40ft,15
350,20ft,14
351,20ft,21
352,20ft,20
353,20ft,21
354,20ft,19
355,20ft,22
356,40ft,26
357,40ft,26
358,40ft,22
359,40ft,21
360,40ft,27
361,40ft,26
362,40ft,27
363,40ft,27
364,40ft,27
365,40ft,24
366,20ft,24
367,20ft,26
368,20ft,26
369,20ft,26
370,20ft,25
371,20ft,29
372,20ft,20
373,20ft,19
374,20ft,20
375,20ft,20
376,20ft,22
377,20ft,23
378,40ft,29
379,40ft,19
380,40ft,14
381,40ft,14
382,40ft,26
383,40ft,22
384,40ft,15
385,40ft,9
386,40ft,8
387,40ft,25
388,40ft,28
389,40ft,21
390,40ft,22
391,40ft,20
392,40ft,15
393,40ft,14
394,40ft,6
395,40ft,29
396,20ft,20
397,20ft,19
398,20ft,22
399,20ft,22
400,20ft,14
401,20ft,21
402,40ft,27
