id,tipo,peso
0,40ft,28
1,40ft,25
2,40ft,19
3,40ft,22
4,40ft,8
5,40ft,2
6,20ft,2
7,20ft,22
8,20ft,3
9,20ft,3
10,40ft,12
11,40ft,8
12,40ft,6
13,40ft,5
14,20ft,28
15,20ft,29
16,40ft,22
17,40ft,3
18,40ft,28
19,40ft,26
20,40ft,24
21,40ft,24
22,40ft,28
23,40ft,26
24,40ft,26
25,40ft,14
26,40ft,22
27,40ft,20
28,40ft,22
29,40ft,21
30,40ft,25
31,40ft,25
32,40ft,24
33,40ft,27
34,40ft,25
35,40ft,19
36,40ft,14
37,20ft,25
38,20ft,25
39,20ft,24
40,20ft,27
41,20ft,21
42,20ft,22
43,20ft,22
44,20ft,21
45,20ft,3
46,20ft,3
47,20ft,3
48,20ft,3
49,40ft,6
50,40ft,5
51,40ft,29
52,40ft,27
53,40ft,26
54,40ft,20
55,40ft,18
56,20ft,21
57,20ft,28
58,20ft,22
59,20ft,28
60,20ft,13
61,20ft,19
62,40ft,22
63,20ft,22
64,20ft,21
65,40ft,24
66,40ft,19
67,20ft,21
68,20ft,24
69,40ft,21
70,40ft,26
71,40ft,29
72,40ft,19
73,40ft,19
74,40ft,19
75,40ft,21
76,40ft,20
77,40ft,22
78,20ft,22
79,20ft,19
80,40ft,28
81,40ft,22
82,40ft,19
83,40ft,27
84,40ft,25
85,40ft,21
86,40ft,20
87,20ft,22
88,20ft,25
89,40ft,24
90,40ft,28
91,40ft,22
92,20ft,26
93,20ft,24
94,20ft,27
95,20ft,26
96,40ft,26
97,40ft,22
98,40ft,9
99,40ft,6
100,40ft,6
101,20ft,27
102,20ft,26
103,20ft,25
104,20ft,25
105,20ft,21
106,20ft,21
107,20ft,21
108,20ft,21
109,40ft,20
110,40ft,21
111,40ft,20
112,40ft,13
113,40ft,5
114,20ft,19
115,20ft,25
116,20ft,19
117,20ft,21
118,20ft,8
119,20ft,20
120,40ft,26
121,40ft,28
122,40ft,25
123,20ft,3
124,20ft,26
125,40ft,25
126,40ft,22
127,40ft,22
128,40ft,21
129,40ft,22
130,40ft,19
131,20ft,14
132,20ft,26
133,20ft,2
134,20ft,21
135,40ft,21
136,40ft,14
137,40ft,13
138,20ft,14
139,20ft,21
140,40ft,23
141,40ft,22
142,40ft,20
143,40ft,22
