id,tipo,peso
0,20ft,27
1,20ft,27
2,20ft,24
3,20ft,24
4,40ft,21
5,40ft,5
6,20ft,29
7,20ft,25
8,20ft,22
9,20ft,21
10,40ft,20
11,40ft,14
12,40ft,28
13,40ft,22
14,40ft,21
15,40ft,20
16,40ft,25
17,40ft,29
18,40ft,26
19,40ft,29
20,40ft,21
21,40ft,19
22,40ft,14
23,40ft,3
24,20ft,19
25,20ft,22
26,20ft,15
27,20ft,20
28,40ft,25
29,40ft,20
30,40ft,14
31,40ft,15
32,40ft,15
33,40ft,8
34,40ft,6
35,40ft,3
36,40ft,2
37,20ft,21
38,20ft,26
39,20ft,22
40,20ft,22
41,20ft,20
42,20ft,19
43,40ft,27
44,40ft,26
45,40ft,5
46,40ft,2
47,40ft,26
48,40ft,29
49,40ft,27
50,40ft,27
51,40ft,6
52,40ft,21
53,40ft,21
54,40ft,22
55,40ft,21
56,20ft,19
57,20ft,19
58,20ft,19
59,20ft,19
60,20ft,27
61,20ft,25
62,20ft,24
63,20ft,28
64,40ft,25
65,20ft,21
66,20ft,20
67,40ft,22
68,40ft,19
69,40ft,14
70,20ft,20
71,20ft,24
72,20ft,18
73,20ft,29
74,20ft,20
75,20ft,3
76,40ft,2
77,20ft,26
78,20ft,26
79,20ft,3
80,20ft,3
81,20ft,21
82,20ft,29
83,20ft,21
84,20ft,24
85,20ft,20
86,20ft,8
87,40ft,8
88,40ft,9
89,40ft,5
90,40ft,6
91,40ft,19
92,40ft,8
93,40ft,8
94,40ft,6
95,40ft,6
96,20ft,25
97,20ft,29
98,20ft,26
99,20ft,26
100,20ft,29
101,20ft,25
102,20ft,26
103,20ft,24
104,20ft,20
105,20ft,20
106,40ft,27
107,40ft,14
108,40ft,15
109,40ft,9
110,40ft,9
111,40ft,6
112,40ft,5
113,40ft,26
114,40ft,27
115,40ft,9
116,40ft,27
117,40ft,25
118,20ft,21
119,20ft,25
120,20ft,29
121,20ft,19
122,20ft,20
123,20ft,29
124,40ft,26
125,40ft,28
126,40ft,8
127,20ft,2
128,20ft,29
129,40ft,22
130,40ft,5
131,40ft,6
132,40ft,29
133,40ft,21
134,20ft,28
135,20ft,26
136,20ft,22
137,20ft,20
138,40ft,27
139,40ft,9
140,20ft,20
141,20ft,19
142,40ft,25
143,40ft,9
144,40ft,3
145,40ft,12
146,40ft,14
147,40ft,15
148,40ft,14
149,20ft,9
150,20ft,13
151,40ft,22
152,40ft,22
153,40ft,14
154,40ft,12
155,40ft,8
156,40ft,9
157,40ft,8
158,20ft,3
159,20ft,27
160,40ft,21
161,40ft,9
162,40ft,8
163,20ft,20
164,20ft,22
165,20ft,8
166,20ft,22
167,40ft,29
168,40ft,15
169,20ft,22
170,20ft,22
171,40ft,19
172,40ft,19
173,40ft,20
174,20ft,9
175,20ft,19
176,40ft,29
177,40ft,26
178,40ft,12
179,40ft,22
180,40ft,19
181,40ft,20
182,40ft,13
183,20ft,26
184,20ft,25
185,40ft,22
186,40ft,20
187,40ft,14
188,20ft,29
189,20ft,24
190,20ft,22
191,20ft,24
192,40ft,22
193,20ft,22
194,20ft,24
