id,tipo,peso
0,40ft,15
1,40ft,2
2,20ft,20
3,20ft,26
4,20ft,13
5,20ft,19
6,40ft,21
7,40ft,14
8,20ft,20
9,20ft,19
10,20ft,18
11,20ft,19
12,20ft,22
13,20ft,22
14,40ft,5
15,40ft,27
16,40ft,25
17,40ft,24
18,40ft,28
19,40ft,24
20,40ft,20
21,40ft,18
22,20ft,20
23,20ft,26
24,40ft,27
25,40ft,26
26,40ft,19
27,40ft,19
28,40ft,21
29,20ft,22
30,20ft,19
31,40ft,28
32,40ft,18
33,40ft,21
34,20ft,22
35,20ft,29
36,20ft,21
37,20ft,26
38,40ft,20
39,40ft,9
40,20ft,19
41,20ft,28
42,20ft,13
43,20ft,19
44,40ft,14
45,40ft,24
46,40ft,29
47,40ft,13
48,40ft,6
49,40ft,5
50,40ft,6
51,40ft,6
52,40ft,9
53,40ft,9
54,40ft,6
55,40ft,6
56,20ft,27
57,20ft,27
58,20ft,13
59,20ft,19
60,40ft,22
61,40ft,14
62,20ft,20
63,20ft,24
64,20ft,19
65,20ft,27
66,40ft,20
67,40ft,22
68,40ft,19
69,20ft,20
70,20ft,19
71,20ft,20
72,20ft,20
73,40ft,14
74,40ft,3
75,20ft,26
76,20ft,27
77,40ft,24
78,20ft,21
79,20ft,27
80,20ft,21
81,20ft,18
82,40ft,29
83,40ft,5
84,40ft,6
85,40ft,21
86,40ft,14
87,40ft,8
88,40ft,9
89,40ft,9
90,40ft,6
91,40ft,22
92,40ft,13
93,40ft,13
94,40ft,14
95,40ft,13
96,20ft,24
97,20ft,26
98,20ft,8
99,20ft,29
100,40ft,19
101,40ft,20
102,40ft,14
103,40ft,21
104,40ft,19
105,40ft,13
106,20ft,22
107,20ft,26
108,20ft,22
109,20ft,19
110,40ft,27
111,40ft,24
112,40ft,9
113,20ft,28
114,20ft,28
115,20ft,15
116,20ft,26
117,20ft,20
118,20ft,22
119,40ft,21
120,40ft,22
121,40ft,22
122,20ft,27
123,20ft,29
124,20ft,27
125,20ft,29
126,40ft,26
127,20ft,19
128,20ft,22
129,40ft,13
130,40ft,14
131,40ft,3
132,20ft,21
133,20ft,28
134,40ft,25
135,40ft,19
136,40ft,24
137,20ft,25
138,20ft,28
139,20ft,25
140,20ft,24
141,20ft,14
142,20ft,28
143,20ft,14
144,20ft,21
145,40ft,25
146,40ft,22
147,40ft,24
