id,tipo,peso
0,20ft,28
1,20ft,24
2,20ft,28
3,20ft,25
4,40ft,22
5,40ft,6
6,40ft,29
7,40ft,27
8,40ft,19
9,40ft,19
10,40ft,13
11,20ft,27
12,20ft,26
13,20ft,20
14,20ft,25
15,40ft,8
16,40ft,2
17,40ft,13
18,40ft,8
19,20ft,28
20,20ft,29
21,20ft,28
22,20ft,24
23,20ft,22
24,20ft,25
25,20ft,19
26,20ft,21
27,20ft,19
28,20ft,14
29,20ft,14
30,20ft,25
31,20ft,9
32,20ft,26
33,40ft,5
34,40ft,22
35,40ft,19
36,40ft,22
37,40ft,21
38,20ft,24
39,20ft,27
40,20ft,28
41,20ft,26
42,40ft,19
43,40ft,6
44,20ft,13
45,20ft,21
46,40ft,23
47,40ft,13
48,40ft,6
49,20ft,26
50,20ft,27
51,40ft,27
52,40ft,20
53,20ft,18
54,20ft,22
55,20ft,22
56,20ft,22
57,40ft,20
58,40ft,19
59,40ft,22
60,40ft,20
61,40ft,25
62,40ft,8
63,40ft,3
64,20ft,21
65,20ft,22
66,40ft,28
67,40ft,26
68,40ft,29
69,20ft,21
70,20ft,29
71,40ft,21
72,40ft,13
73,40ft,14
74,40ft,14
75,20ft,12
76,20ft,27
77,20ft,27
78,20ft,3
79,40ft,26
80,40ft,25
81,40ft,22
82,40ft,20
83,40ft,26
84,40ft,22
85,40ft,19
86,40ft,19
87,40ft,20
88,40ft,28
89,40ft,28
90,40ft,28
91,40ft,25
92,40ft,25
93,40ft,20
94,40ft,6
95,40ft,8
96,40ft,6
97,20ft,27
98,20ft,26
99,20ft,19
100,20ft,22
101,20ft,8
102,20ft,27
103,20ft,3
104,20ft,20
105,40ft,9
106,40ft,9
107,20ft,29
108,20ft,26
109,20ft,13
110,20ft,19
111,40ft,29
112,40ft,9
113,40ft,24
114,40ft,19
115,40ft,5
116,20ft,27
117,20ft,27
118,40ft,25
119,20ft,3
120,20ft,22
121,20ft,2
122,20ft,19
123,20ft,2
124,20ft,12
125,40ft,6
126,20ft,14
127,20ft,20
128,40ft,28
129,40ft,24
130,40ft,20
131,40ft,22
132,40ft,20
133,20ft,22
134,20ft,24
135,20ft,22
136,20ft,28
137,20ft,20
138,20ft,19
139,40ft,29
140,40ft,27
141,40ft,24
142,40ft,25
143,40ft,25
144,40ft,29
145,40ft,22
146,40ft,21
147,40ft,9
148,40ft,9
149,20ft,13
150,20ft,26
151,40ft,26
152,40ft,26
153,40ft,21
154,40ft,21
155,40ft,13
156,20ft,26
157,20ft,29
158,20ft,27
159,20ft,24
160,20ft,28
161,20ft,28
162,20ft,21
163,20ft,28
164,20ft,21
165,20ft,25
166,20ft,22
167,20ft,8
168,40ft,20
169,40ft,19
170,40ft,20
171,20ft,29
172,20ft,28
173,20ft,22
174,20ft,21
175,20ft,20
176,20ft,26
177,20ft,20
178,20ft,29
179,20ft,20
180,20ft,3
181,40ft,9
182,20ft,12
183,20ft,27
184,20ft,9
185,20ft,23
186,40ft,14
187,40ft,9
188,20ft,27
189,20ft,25
190,20ft,18
191,20ft,27
192,40ft,27
193,40ft,20
194,40ft,19
195,40ft,19
196,40ft,20
197,20ft,19
198,20ft,29
199,40ft,25
200,40ft,28
201,40ft,20
202,20ft,22
203,20ft,26
204,40ft,20
205,40ft,22
206,40ft,9
207,40ft,20
208,20ft,22
209,20ft,20
210,20ft,19
211,20ft,27
212,20ft,22
213,20ft,20
214,20ft,22
215,20ft,14
216,40ft,8
217,20ft,20
218,20ft,28
219,40ft,13
220,40ft,9
221,40ft,9
222,20ft,27
223,20ft,26
224,20ft,24
225,20ft,26
226,40ft,25
227,20ft,20
228,20ft,20
229,20ft,21
230,20ft,19
231,20ft,21
232,20ft,20
233,40ft,8
234,20ft,19
235,20ft,26
236,40ft,24
237,40ft,26
238,40ft,20
239,20ft,2
240,20ft,23
241,40ft,12
242,40ft,9
243,40ft,5
244,20ft,8
245,20ft,20
246,40ft,22
247,40ft,20
248,20ft,3
249,20ft,2
250,20ft,3
251,20ft,3
252,40ft,25
253,40ft,27
254,40ft,27
255,40ft,27
256,20ft,2
257,20ft,18
258,40ft,9
259,40ft,9
260,40ft,5
261,40ft,2
262,40ft,9
263,40ft,9
264,40ft,8
265,40ft,9
266,40ft,5
267,40ft,5
268,40ft,26
269,40ft,21
270,40ft,20
271,40ft,13
272,40ft,14
273,40ft,12
274,40ft,8
275,20ft,20
276,20ft,28
277,20ft,21
278,20ft,26
279,40ft,24
280,40ft,26
281,40ft,22
282,40ft,20
283,40ft,22
284,20ft,26
285,20ft,27
286,20ft,28
287,20ft,24
288,20ft,19
289,20ft,24
290,20ft,20
291,20ft,26
292,20ft,20
293,20ft,19
294,20ft,21
295,20ft,21
296,20ft,21
297,20ft,22
298,20ft,20
299,20ft,19
300,20ft,9
301,20ft,19
302,40ft,19
303,40ft,21
304,40ft,19
305,40ft,22
306,40ft,19
307,40ft,14
308,40ft,14
309,20ft,8
310,20ft,25
311,40ft,26
312,40ft,27
313,40ft,21
314,40ft,20
315,40ft,20
316,40ft,22
317,20ft,21
318,20ft,26
319,40ft,25
320,40ft,20
321,40ft,22
322,40ft,20
323,40ft,19
324,40ft,22
325,20ft,22
326,20ft,24
327,20ft,15
328,20ft,29
329,20ft,13
330,20ft,25
331,20ft,8
332,20ft,20
333,40ft,13
334,40ft,6
335,20ft,21
336,20ft,20
337,20ft,21
338,20ft,23
339,40ft,26
340,40ft,24
341,40ft,14
342,20ft,24
343,20ft,26
344,20ft,28
345,20ft,29
346,20ft,19
347,20ft,29
348,40ft,22
349,20ft,19
350,20ft,25
351,40ft,25
352,20ft,18
353,20ft,27
354,20ft,21
355,20ft,13
356,40ft,27
357,40ft,21
358,20ft,25
359,20ft,25
360,20ft,20
361,20ft,25
362,40ft,9
363,40ft,9
364,20ft,9
365,20ft,22
366,40ft,25
367,40ft,14
368,40ft,12
