id,tipo,peso
0,20ft,3
1,20ft,20
2,20ft,3
3,20ft,2
4,20ft,2
5,20ft,3
6,40ft,6
7,40ft,5
8,20ft,21
9,20ft,20
10,40ft,29
11,40ft,29
12,40ft,27
13,40ft,19
14,40ft,15
15,20ft,20
16,20ft,29
17,20ft,3
18,20ft,20
19,40ft,9
20,40ft,8
21,40ft,9
22,40ft,3
23,20ft,20
24,20ft,26
25,40ft,13
26,20ft,20
27,20ft,28
28,20ft,19
29,20ft,19
30,40ft,24
31,20ft,2
32,20ft,8
33,20ft,3
34,20ft,3
35,20ft,21
36,20ft,25
37,20ft,23
38,20ft,26
39,20ft,20
40,20ft,25
41,20ft,14
42,20ft,19
43,40ft,8
44,40ft,14
45,40ft,13
46,40ft,9
47,40ft,8
48,40ft,9
49,40ft,9
50,40ft,8
51,20ft,21
52,20ft,22
53,40ft,28
54,40ft,27
55,40ft,20
56,40ft,20
57,40ft,20
58,40ft,22
59,40ft,14
60,40ft,9
61,40ft,28
62,40ft,27
63,40ft,12
64,40ft,21
65,40ft,5
66,40ft,6
67,20ft,29
68,20ft,28
69,20ft,21
70,20ft,27
71,20ft,22
72,20ft,8
73,20ft,21
74,20ft,3
75,40ft,15
76,40ft,12
77,40ft,3
78,20ft,28
79,20ft,27
80,40ft,22
81,40ft,19
82,40ft,22
83,40ft,20
84,40ft,22
85,40ft,14
86,20ft,20
87,20ft,21
88,20ft,13
89,20ft,19
90,20ft,3
91,20ft,21
92,40ft,20
93,40ft,14
94,40ft,12
95,40ft,13
96,20ft,2
97,20ft,28
98,40ft,12
99,40ft,14
100,40ft,8
101,40ft,9
102,40ft,6
103,40ft,2
104,40ft,14
105,40ft,9
106,40ft,9
107,40ft,6
108,40ft,3
109,40ft,3
110,20ft,27
111,20ft,24
112,20ft,20
113,20ft,24
114,20ft,19
115,20ft,27
116,40ft,12
117,40ft,8
118,40ft,6
119,40ft,3
120,20ft,21
121,20ft,20
122,40ft,20
123,40ft,22
124,40ft,23
125,40ft,20
126,40ft,20
127,40ft,21
128,40ft,18
129,40ft,21
130,40ft,20
131,20ft,19
132,20ft,27
133,40ft,14
134,40ft,14
135,40ft,9
136,40ft,8
137,20ft,28
138,20ft,27
139,20ft,25
140,20ft,28
141,40ft,28
142,40ft,25
143,20ft,20
144,20ft,26
145,20ft,15
146,20ft,27
147,20ft,13
148,20ft,22
149,40ft,19
150,40ft,22
