id,tipo,peso
0,20ft,29
1,20ft,25
2,20ft,27
3,20ft,28
4,20ft,13
5,20ft,20
6,20ft,3
7,20ft,21
8,40ft,22
9,40ft,22
10,40ft,19
11,40ft,14
12,40ft,21
13,40ft,14
14,40ft,15
15,40ft,15
16,20ft,14
17,20ft,26
18,40ft,3
19,20ft,24
20,20ft,27
21,20ft,22
22,20ft,26
23,40ft,14
24,40ft,15
25,40ft,13
26,40ft,14
27,20ft,24
28,20ft,27
29,20ft,28
30,20ft,22
31,20ft,19
32,20ft,20
33,20ft,13
34,20ft,21
35,40ft,9
36,20ft,20
37,20ft,28
38,20ft,20
39,20ft,27
40,40ft,25
41,40ft,26
42,40ft,27
43,40ft,24
44,40ft,28
45,20ft,14
46,20ft,20
47,20ft,14
48,20ft,19
49,20ft,2
50,20ft,12
51,40ft,13
52,40ft,8
53,40ft,8
54,40ft,8
55,40ft,5
56,20ft,2
57,20ft,22
58,40ft,6
59,40ft,6
60,20ft,15
61,20ft,19
62,40ft,27
63,40ft,24
64,40ft,21
65,40ft,20
66,40ft,20
67,40ft,3
68,20ft,21
69,20ft,26
70,40ft,22
71,40ft,19
72,40ft,14
73,40ft,12
74,40ft,2
75,40ft,3
76,20ft,20
77,20ft,28
78,40ft,28
79,40ft,25
80,40ft,21
81,40ft,9
82,40ft,6
83,20ft,14
84,20ft,19
85,40ft,28
86,40ft,20
87,40ft,19
88,40ft,5
89,40ft,6
90,40ft,3
91,20ft,2
92,20ft,25
93,40ft,25
94,40ft,19
95,40ft,20
96,40ft,21
97,40ft,6
98,40ft,6
99,20ft,9
100,20ft,24
101,20ft,9
102,20ft,21
103,40ft,24
104,40ft,24
105,40ft,21
106,40ft,20
107,40ft,19
108,40ft,24
109,40ft,29
110,40ft,21
111,40ft,13
112,40ft,6
113,40ft,6
114,40ft,3
115,20ft,9
116,20ft,20
117,20ft,3
118,20ft,22
119,40ft,13
120,40ft,9
121,40ft,8
122,40ft,8
123,40ft,9
124,20ft,3
125,20ft,20
126,40ft,20
127,40ft,12
128,40ft,9
129,40ft,24
130,40ft,27
131,40ft,26
132,40ft,26
133,40ft,28
134,40ft,24
135,40ft,24
136,40ft,13
137,40ft,25
138,40ft,20
139,40ft,13
140,20ft,26
141,20ft,29
142,20ft,29
143,20ft,28
144,20ft,27
145,20ft,24
146,40ft,13
147,40ft,13
148,40ft,13
149,40ft,9
150,20ft,29
151,20ft,24
152,20ft,25
153,20ft,29
154,20ft,19
155,20ft,27
156,20ft,19
157,20ft,27
158,20ft,21
159,20ft,27
160,20ft,14
161,20ft,28
162,20ft,13
163,20ft,29
164,20ft,2
165,20ft,24
166,40ft,22
167,40ft,22
168,20ft,25
169,20ft,25
170,20ft,19
171,20ft,29
172,20ft,19
173,20ft,24
174,20ft,19
175,20ft,29
176,20ft,9
177,20ft,28
178,40ft,21
