id,tipo,peso
0,20ft,20
1,20ft,28
2,40ft,26
3,40ft,26
4,40ft,28
5,40ft,20
6,40ft,13
7,40ft,13
8,20ft,19
9,20ft,22
10,40ft,29
11,40ft,28
12,40ft,27
13,40ft,26
14,40ft,8
15,20ft,28
16,20ft,28
17,20ft,14
18,20ft,19
19,40ft,25
20,40ft,24
21,40ft,24
22,40ft,2
23,40ft,21
24,40ft,14
25,40ft,14
26,40ft,9
27,40ft,2
28,40ft,2
29,20ft,28
30,20ft,25
31,20ft,21
32,20ft,22
33,40ft,27
34,40ft,22
35,40ft,21
36,40ft,20
37,20ft,21
38,20ft,20
39,40ft,20
40,40ft,21
41,40ft,12
42,40ft,6
43,40ft,5
44,40ft,25
45,40ft,19
46,20ft,28
47,20ft,26
48,20ft,19
49,20ft,27
50,40ft,25
51,20ft,28
52,20ft,24
53,20ft,19
54,20ft,19
55,20ft,19
56,20ft,22
57,20ft,22
58,20ft,29
59,20ft,20
60,20ft,26
61,20ft,14
62,20ft,20
63,40ft,28
64,40ft,13
65,40ft,2
66,40ft,2
67,20ft,20
68,20ft,27
69,40ft,25
70,40ft,25
71,40ft,24
72,40ft,29
73,40ft,29
74,40ft,13
75,40ft,2
76,40ft,21
77,40ft,20
78,40ft,21
79,40ft,5
80,20ft,19
81,20ft,18
82,20ft,19
83,20ft,20
84,20ft,19
85,20ft,20
86,20ft,2
87,20ft,13
88,20ft,19
89,20ft,24
90,20ft,20
91,20ft,29
92,20ft,21
93,20ft,21
94,40ft,22
95,40ft,19
96,40ft,21
97,20ft,20
98,20ft,20
99,20ft,22
100,20ft,20
101,20ft,21
102,20ft,19
103,20ft,19
104,20ft,21
105,40ft,22
106,40ft,19
107,40ft,5
108,20ft,22
109,20ft,27
110,20ft,19
111,20ft,19
112,40ft,25
113,40ft,25
114,40ft,22
115,40ft,14
116,40ft,14
117,20ft,27
118,20ft,28
119,20ft,27
120,20ft,28
121,20ft,27
122,20ft,26
123,20ft,19
124,20ft,21
125,20ft,2
126,20ft,3
127,20ft,3
128,20ft,2
129,20ft,19
130,20ft,29
131,40ft,27
132,40ft,12
133,40ft,8
134,20ft,19
135,20ft,24
136,20ft,20
137,20ft,26
138,20ft,14
139,20ft,22
140,40ft,8
141,40ft,8
142,40ft,9
143,40ft,2
144,20ft,19
145,20ft,27
146,20ft,22
147,20ft,27
148,40ft,20
149,40ft,19
150,40ft,6
151,40ft,5
152,40ft,3
153,40ft,2
154,20ft,19
155,20ft,28
156,40ft,25
157,40ft,25
158,40ft,26
159,20ft,24
160,20ft,28
161,20ft,18
162,20ft,28
163,40ft,27
164,40ft,21
165,40ft,22
166,40ft,21
167,40ft,13
168,20ft,19
169,20ft,21
170,20ft,23
171,20ft,19
172,20ft,29
173,20ft,26
174,40ft,28
175,40ft,25
176,40ft,14
177,40ft,5
178,20ft,2
179,20ft,26
180,40ft,28
181,40ft,27
182,40ft,25
183,40ft,13
184,40ft,13
185,40ft,14
186,20ft,25
187,20ft,26
188,20ft,14
189,20ft,28
190,40ft,25
191,40ft,21
192,40ft,21
193,40ft,22
194,40ft,22
195,40ft,21
196,40ft,14
197,40ft,9
198,40ft,21
199,40ft,22
200,40ft,19
201,20ft,19
202,20ft,22
203,40ft,22
204,40ft,14
205,40ft,9
206,40ft,20
207,40ft,19
208,40ft,19
209,40ft,15
210,40ft,14
211,40ft,5
212,40ft,6
213,40ft,2
214,20ft,9
215,20ft,27
216,40ft,28
217,40ft,26
218,40ft,26
219,40ft,20
220,40ft,19
221,40ft,13
222,20ft,21
223,20ft,28
224,20ft,19
225,20ft,26
226,40ft,24
227,40ft,21
228,40ft,19
229,40ft,14
230,40ft,3
231,20ft,22
232,20ft,29
233,20ft,14
234,20ft,21
235,40ft,8
236,40ft,8
237,40ft,8
238,40ft,8
239,40ft,5
240,40ft,22
241,40ft,5
242,40ft,5
243,40ft,3
244,20ft,22
245,20ft,25
246,40ft,26
247,40ft,22
248,40ft,20
249,40ft,22
250,40ft,20
251,40ft,21
252,20ft,21
253,20ft,25
254,20ft,20
255,20ft,20
256,40ft,22
257,40ft,15
258,40ft,14
259,40ft,13
260,40ft,5
