id,tipo,peso
0,20ft,22
1,20ft,24
2,40ft,28
3,40ft,26
4,40ft,21
5,40ft,21
6,40ft,15
7,40ft,19
8,40ft,21
9,40ft,13
10,40ft,6
11,40ft,3
12,40ft,3
13,40ft,25
14,40ft,25
15,40ft,19
16,20ft,15
17,20ft,22
18,40ft,19
19,40ft,6
20,40ft,5
21,40ft,20
22,40ft,19
23,40ft,21
24,40ft,28
25,40ft,27
26,40ft,21
27,40ft,25
28,40ft,26
29,40ft,22
30,20ft,19
31,20ft,18
32,20ft,18
33,20ft,20
34,40ft,13
35,40ft,8
36,40ft,5
37,40ft,6
38,20ft,19
39,20ft,29
40,20ft,19
41,20ft,19
42,40ft,9
43,40ft,9
44,40ft,3
45,40ft,2
46,40ft,15
47,20ft,20
48,20ft,25
49,40ft,24
50,40ft,8
51,40ft,6
52,20ft,3
53,20ft,19
54,40ft,22
55,40ft,13
56,40ft,13
57,40ft,14
58,40ft,14
59,40ft,13
60,40ft,27
61,40ft,29
62,40ft,24
63,40ft,8
64,40ft,18
65,40ft,20
66,40ft,20
67,40ft,9
68,40ft,8
69,40ft,9
70,40ft,9
71,40ft,5
72,40ft,6
73,20ft,12
74,20ft,19
75,20ft,3
76,20ft,19
77,40ft,13
78,40ft,13
79,40ft,15
80,40ft,5
81,40ft,3
82,20ft,21
83,20ft,25
84,20ft,21
85,20ft,20
86,40ft,21
87,40ft,22
88,40ft,23
89,40ft,22
90,40ft,21
91,40ft,9
92,40ft,6
93,40ft,6
94,40ft,6
95,40ft,2
96,40ft,3
97,40ft,2
98,40ft,24
99,40ft,24
100,40ft,25
101,40ft,22
102,40ft,20
103,40ft,21
104,40ft,5
105,40ft,5
106,40ft,27
107,40ft,28
108,40ft,2
109,40ft,2
110,40ft,19
111,40ft,19
112,40ft,21
113,40ft,14
114,40ft,8
115,40ft,8
116,40ft,9
117,20ft,2
118,20ft,21
119,20ft,2
120,20ft,13
121,40ft,9
122,40ft,9
123,40ft,6
124,40ft,6
125,40ft,6
126,40ft,2
127,20ft,2
128,20ft,3
129,20ft,3
130,20ft,3
131,20ft,3
132,20ft,3
133,40ft,5
134,40ft,5
135,40ft,3
136,20ft,14
137,20ft,28
138,20ft,8
139,20ft,20
140,20ft,2
141,20ft,21
142,40ft,13
143,40ft,12
144,40ft,8
145,40ft,9
146,40ft,6
147,20ft,21
148,20ft,19
149,40ft,24
150,40ft,28
151,40ft,18
152,40ft,25
153,40ft,27
154,40ft,20
155,40ft,20
156,40ft,22
157,40ft,20
158,20ft,15
159,20ft,19
160,40ft,20
161,40ft,8
162,40ft,9
163,40ft,8
164,40ft,9
165,40ft,6
166,40ft,26
167,40ft,20
168,40ft,26
169,40ft,22
170,40ft,28
171,40ft,21
172,40ft,26
173,20ft,26
174,20ft,26
175,20ft,22
176,20ft,21
177,20ft,19
178,20ft,19
179,20ft,20
180,20ft,23
181,40ft,28
182,40ft,6
183,40ft,3
184,20ft,19
185,20ft,27
186,20ft,9
187,20ft,22
188,40ft,28
189,40ft,26
190,40ft,22
191,40ft,21
192,40ft,13
193,40ft,24
194,40ft,20
195,40ft,22
196,40ft,19
197,40ft,6
198,40ft,6
199,20ft,3
200,20ft,25
201,40ft,12
202,40ft,15
203,40ft,8
204,40ft,8
205,40ft,5
206,40ft,5
207,20ft,3
208,20ft,25
209,40ft,19
210,40ft,22
211,40ft,14
212,40ft,9
213,40ft,9
214,40ft,28
215,40ft,22
216,40ft,25
217,40ft,21
218,40ft,21
219,40ft,14
220,40ft,29
221,40ft,29
222,40ft,27
223,40ft,22
224,20ft,28
225,20ft,25
226,40ft,19
227,20ft,19
228,20ft,24
229,20ft,19
230,20ft,20
231,40ft,20
232,40ft,12
233,40ft,13
234,40ft,27
235,40ft,26
236,40ft,26
237,20ft,28
238,20ft,27
239,20ft,26
240,20ft,26
241,20ft,27
242,20ft,25
243,20ft,26
244,20ft,24
245,20ft,26
246,20ft,28
247,20ft,13
248,20ft,18
249,20ft,9
250,20ft,9
251,40ft,8
252,40ft,9
253,40ft,9
254,40ft,8
255,40ft,8
256,40ft,6
257,40ft,2
258,40ft,8
259,40ft,8
260,40ft,8
261,40ft,8
262,40ft,8
263,40ft,5
264,40ft,6
265,40ft,5
266,40ft,22
267,40ft,18
268,40ft,20
269,40ft,19
270,40ft,21
271,40ft,20
272,40ft,13
273,40ft,12
274,40ft,14
275,40ft,5
276,20ft,22
277,20ft,28
278,20ft,22
279,20ft,26
280,20ft,19
281,20ft,21
282,20ft,19
283,20ft,19
284,40ft,27
285,40ft,27
286,40ft,21
287,40ft,22
288,40ft,20
289,40ft,22
290,20ft,21
291,20ft,20
292,20ft,21
293,20ft,21
294,20ft,19
295,20ft,20
296,20ft,19
297,20ft,19
298,20ft,19
299,20ft,21
300,20ft,22
301,20ft,20
302,20ft,21
303,20ft,21
304,40ft,9
305,40ft,3
306,40ft,25
307,40ft,26
308,40ft,20
309,40ft,20
310,40ft,20
311,40ft,13
312,40ft,12
313,20ft,25
314,20ft,25
315,40ft,12
316,40ft,12
317,40ft,13
318,40ft,8
319,40ft,9
320,20ft,22
321,20ft,28
322,20ft,19
323,20ft,25
324,40ft,23
325,40ft,13
326,40ft,12
327,40ft,12
328,20ft,22
329,20ft,25
330,20ft,19
331,20ft,21
332,20ft,12
333,20ft,20
334,40ft,22
335,40ft,8
336,40ft,24
337,40ft,24
338,40ft,25
339,40ft,28
340,40ft,24
341,40ft,22
342,40ft,21
343,40ft,21
344,40ft,21
345,40ft,26
346,40ft,28
347,40ft,26
348,40ft,27
349,40ft,27
350,40ft,21
351,40ft,2
352,40ft,22
353,40ft,21
354,40ft,20
355,40ft,21
356,40ft,13
357,40ft,9
358,40ft,5
359,40ft,29
360,40ft,25
361,40ft,25
362,40ft,27
363,40ft,14
364,40ft,12
365,40ft,21
366,40ft,25
367,40ft,27
368,20ft,19
369,20ft,26
370,20ft,2
371,20ft,28
372,40ft,26
373,40ft,24
374,40ft,26
375,40ft,14
376,40ft,19
377,40ft,19
378,40ft,21
379,40ft,21
380,40ft,20
381,40ft,20
382,40ft,9
383,40ft,26
384,40ft,14
385,20ft,21
386,20ft,19
387,20ft,21
388,20ft,20
389,20ft,19
390,20ft,20
391,20ft,21
392,20ft,20
393,20ft,20
394,20ft,20
395,20ft,21
396,20ft,20
397,20ft,19
398,20ft,21
399,20ft,3
400,20ft,21
401,20ft,19
402,20ft,26
403,20ft,13
404,20ft,25
405,20ft,13
406,20ft,28
407,20ft,2
408,20ft,29
409,40ft,20
410,40ft,9
411,40ft,9
412,20ft,20
413,20ft,25
414,20ft,19
415,20ft,26
416,20ft,22
417,20ft,20
418,20ft,20
419,20ft,19
420,40ft,29
421,40ft,26
422,40ft,20
423,40ft,12
424,40ft,15
425,40ft,13
426,40ft,9
427,40ft,8
428,40ft,6
429,40ft,5
430,40ft,3
431,40ft,27
432,40ft,25
433,40ft,25
434,40ft,28
435,40ft,25
436,40ft,25
437,40ft,20
438,40ft,22
439,40ft,13
440,20ft,21
441,20ft,27
442,20ft,21
443,20ft,24
444,20ft,18
445,20ft,21
446,20ft,19
447,20ft,22
448,20ft,2
449,20ft,21
450,40ft,19
451,40ft,19
452,40ft,15
453,40ft,9
454,40ft,8
455,40ft,8
456,40ft,9
457,40ft,9
458,40ft,9
459,40ft,8
460,40ft,9
461,40ft,6
462,40ft,5
463,20ft,20
464,20ft,25
465,20ft,20
466,20ft,25
467,20ft,22
468,20ft,21
469,20ft,9
470,20ft,21
471,40ft,22
472,40ft,13
473,40ft,9
474,20ft,24
475,20ft,27
476,20ft,20
477,20ft,29
478,20ft,20
479,20ft,26
480,20ft,3
481,20ft,27
482,20ft,2
483,20ft,28
484,40ft,8
