id,tipo,peso
0,20ft,28
1,20ft,29
2,20ft,27
3,20ft,27
4,40ft,25
5,40ft,19
6,40ft,19
7,40ft,3
8,20ft,26
9,20ft,27
10,20ft,22
11,20ft,25
12,40ft,27
13,40ft,26
14,40ft,19
15,20ft,2
16,20ft,23
17,40ft,19
18,40ft,15
19,40ft,13
20,40ft,15
21,40ft,5
22,20ft,20
23,20ft,28
24,40ft,22
25,40ft,13
26,40ft,6
27,40ft,5
28,40ft,5
29,20ft,29
30,20ft,26
31,40ft,21
32,40ft,23
33,40ft,22
34,40ft,20
35,40ft,14
36,40ft,3
37,40ft,20
38,40ft,14
39,40ft,8
40,40ft,8
41,40ft,8
42,40ft,6
43,20ft,19
44,20ft,27
45,20ft,13
46,20ft,19
47,20ft,14
48,20ft,21
49,40ft,6
50,40ft,6
51,40ft,3
52,40ft,8
53,40ft,8
54,40ft,9
55,40ft,8
56,40ft,9
57,40ft,8
58,40ft,8
59,40ft,28
60,40ft,27
61,40ft,29
62,40ft,20
63,40ft,20
64,40ft,13
65,40ft,14
66,40ft,3
67,40ft,24
68,40ft,26
69,40ft,9
70,20ft,3
71,20ft,3
72,40ft,6
73,20ft,2
74,20ft,19
75,40ft,12
76,40ft,13
77,40ft,14
78,40ft,8
79,40ft,8
80,40ft,5
81,20ft,13
82,20ft,20
83,20ft,9
84,20ft,21
85,20ft,2
86,20ft,22
87,40ft,6
88,40ft,6
89,40ft,6
90,40ft,5
91,20ft,21
92,20ft,26
93,20ft,23
94,20ft,28
95,20ft,13
96,20ft,29
97,40ft,8
98,40ft,8
99,40ft,8
100,40ft,8
101,20ft,22
102,20ft,22
103,20ft,21
104,20ft,21
105,20ft,19
106,20ft,20
107,40ft,29
108,40ft,21
109,40ft,21
110,40ft,22
111,40ft,29
112,40ft,25
113,40ft,24
114,40ft,19
115,40ft,22
116,40ft,22
117,40ft,14
118,40ft,19
119,40ft,21
120,40ft,19
121,40ft,14
122,40ft,13
123,40ft,13
124,40ft,8
125,40ft,21
126,40ft,19
127,40ft,20
128,40ft,20
129,40ft,22
130,40ft,15
131,40ft,8
132,40ft,28
133,40ft,20
134,40ft,22
135,40ft,8
136,20ft,25
137,20ft,28
138,20ft,3
139,20ft,21
140,20ft,3
141,20ft,21
142,40ft,19
143,40ft,20
144,40ft,19
145,40ft,6
146,40ft,8
147,40ft,8
148,40ft,5
149,40ft,6
150,20ft,14
151,20ft,19
152,20ft,13
153,20ft,20
154,20ft,14
155,20ft,22
156,40ft,27
157,40ft,22
158,40ft,23
159,20ft,3
160,20ft,21
161,20ft,2
162,20ft,22
163,40ft,22
164,40ft,20
165,40ft,19
166,40ft,13
167,40ft,22
168,40ft,13
169,40ft,14
170,40ft,13
171,40ft,9
172,40ft,8
173,40ft,8
174,40ft,9
175,40ft,9
176,40ft,8
177,40ft,24
178,40ft,26
179,40ft,22
180,40ft,19
181,40ft,22
182,40ft,22
183,40ft,12
184,40ft,8
185,40ft,8
186,40ft,9
187,20ft,19
188,20ft,27
189,40ft,25
190,40ft,26
191,40ft,28
192,40ft,19
193,20ft,3
194,20ft,28
195,40ft,22
