id,tipo,peso
0,20ft,19
1,20ft,26
2,40ft,24
3,40ft,29
4,40ft,20
5,40ft,22
6,40ft,13
7,40ft,8
8,40ft,26
9,40ft,19
10,40ft,14
11,40ft,9
12,40ft,9
13,40ft,5
14,20ft,22
15,20ft,22
16,20ft,22
17,20ft,22
18,40ft,25
19,40ft,29
20,40ft,5
21,40ft,6
22,20ft,21
23,20ft,29
24,20ft,21
25,20ft,28
26,40ft,25
27,40ft,28
28,40ft,29
29,40ft,20
30,20ft,29
31,20ft,28
32,20ft,19
33,20ft,28
34,20ft,20
35,20ft,25
36,40ft,8
37,40ft,5
38,40ft,3
39,40ft,26
40,40ft,28
41,40ft,23
42,40ft,21
43,20ft,21
44,20ft,19
45,20ft,19
46,20ft,9
47,40ft,22
48,40ft,22
49,40ft,23
50,40ft,21
51,20ft,21
52,20ft,28
53,20ft,21
54,20ft,28
55,40ft,8
56,40ft,8
57,20ft,26
58,20ft,28
59,20ft,19
60,20ft,29
61,40ft,12
62,40ft,19
63,40ft,20
64,20ft,13
65,20ft,25
66,20ft,2
67,20ft,22
68,40ft,20
69,20ft,28
70,20ft,28
71,20ft,28
72,20ft,25
73,20ft,2
74,20ft,27
75,40ft,27
76,40ft,19
77,40ft,22
78,40ft,14
79,40ft,20
80,40ft,20
81,40ft,24
82,40ft,20
83,20ft,28
84,20ft,25
85,20ft,27
86,20ft,26
87,20ft,22
88,20ft,27
89,40ft,21
90,40ft,13
91,40ft,3
92,20ft,28
93,20ft,25
94,20ft,27
95,20ft,28
96,20ft,22
97,20ft,22
98,40ft,22
99,40ft,26
100,40ft,19
101,40ft,12
102,40ft,8
103,40ft,8
104,40ft,6
105,40ft,21
106,40ft,9
107,20ft,22
108,20ft,24
109,20ft,20
110,20ft,27
111,20ft,21
112,20ft,28
113,40ft,12
114,40ft,6
115,20ft,2
116,20ft,21
117,40ft,22
118,40ft,21
119,40ft,22
120,40ft,22
121,20ft,27
122,20ft,24
123,40ft,21
124,40ft,22
125,20ft,21
126,20ft,26
127,40ft,9
128,40ft,5
129,40ft,9
130,20ft,26
131,20ft,29
132,20ft,20
133,20ft,25
134,20ft,13
135,20ft,29
136,40ft,26
137,40ft,22
138,40ft,20
139,40ft,13
140,40ft,9
141,20ft,2
142,20ft,21
143,40ft,20
144,40ft,12
145,40ft,8
146,40ft,8
147,40ft,22
148,40ft,22
149,40ft,14
150,40ft,13
151,40ft,8
152,40ft,5
153,40ft,6
154,40ft,14
155,40ft,12
156,40ft,14
157,40ft,15
158,40ft,13
159,40ft,14
160,40ft,12
161,40ft,9
162,40ft,9
163,40ft,5
164,20ft,9
165,20ft,9
166,40ft,9
167,40ft,8
168,40ft,9
169,40ft,9
170,40ft,5
171,40ft,6
172,40ft,6
173,40ft,6
174,40ft,5
175,40ft,29
176,40ft,26
177,40ft,13
178,20ft,25
179,20ft,28
