id,tipo,peso
0,40ft,18
1,40ft,22
2,40ft,22
3,40ft,19
4,40ft,13
5,40ft,12
6,20ft,20
7,20ft,23
8,40ft,21
9,40ft,22
10,40ft,19
11,40ft,14
12,40ft,15
13,20ft,20
14,20ft,20
15,20ft,19
16,20ft,22
17,20ft,21
18,20ft,19
19,20ft,20
20,20ft,21
21,40ft,15
22,40ft,5
23,20ft,20
24,20ft,29
25,40ft,28
26,40ft,25
27,40ft,26
28,40ft,25
29,40ft,8
30,20ft,19
31,20ft,27
32,40ft,28
33,40ft,27
34,40ft,21
35,40ft,5
36,20ft,26
37,20ft,26
38,20ft,21
39,20ft,22
40,20ft,19
41,20ft,22
42,40ft,20
43,40ft,22
44,40ft,6
45,40ft,24
46,40ft,24
47,40ft,27
48,40ft,24
49,40ft,21
50,40ft,26
51,40ft,26
52,40ft,24
53,40ft,27
54,40ft,21
55,40ft,8
56,20ft,19
57,20ft,19
58,40ft,24
59,40ft,28
60,40ft,20
61,40ft,21
62,40ft,25
63,40ft,27
64,40ft,27
65,40ft,24
66,40ft,26
67,40ft,27
68,40ft,24
69,40ft,29
70,40ft,27
71,40ft,19
72,40ft,6
73,20ft,22
74,20ft,19
75,40ft,27
76,40ft,19
77,40ft,8
78,40ft,9
79,40ft,3
80,40ft,28
81,40ft,29
82,40ft,28
83,40ft,24
84,40ft,29
85,40ft,6
86,40ft,28
87,40ft,28
88,40ft,29
89,40ft,25
90,40ft,22
91,40ft,6
92,20ft,3
93,20ft,22
94,20ft,3
95,20ft,20
96,40ft,6
97,40ft,3
98,20ft,19
99,20ft,28
100,20ft,19
101,20ft,25
102,20ft,20
103,20ft,22
104,20ft,15
105,20ft,22
106,20ft,14
107,20ft,22
108,40ft,27
109,40ft,8
110,40ft,8
111,40ft,9
112,20ft,21
113,20ft,26
114,40ft,19
115,40ft,5
116,40ft,6
117,20ft,24
118,20ft,25
119,40ft,25
120,40ft,20
121,40ft,18
122,40ft,20
123,40ft,18
124,20ft,14
125,20ft,19
126,20ft,15
127,20ft,19
128,20ft,8
129,20ft,14
130,40ft,9
131,40ft,8
132,40ft,2
133,20ft,21
134,20ft,25
135,20ft,23
136,20ft,13
137,40ft,27
138,40ft,27
139,40ft,21
140,40ft,19
141,40ft,15
142,40ft,15
143,40ft,13
144,40ft,8
145,40ft,9
146,40ft,8
147,40ft,8
148,20ft,21
149,20ft,18
150,20ft,3
151,20ft,19
152,40ft,20
153,40ft,19
154,40ft,14
155,40ft,6
156,20ft,25
157,20ft,25
158,20ft,14
159,20ft,22
160,40ft,24
161,40ft,26
162,40ft,26
163,40ft,9
164,20ft,3
165,20ft,22
166,40ft,20
167,40ft,20
168,40ft,21
169,40ft,21
