id,tipo,peso
0,20ft,26
1,20ft,25
2,20ft,20
3,20ft,21
4,20ft,19
5,20ft,20
6,40ft,20
7,40ft,15
8,40ft,12
9,20ft,19
10,20ft,25
11,40ft,28
12,40ft,23
13,40ft,6
14,40ft,5
15,20ft,2
16,20ft,28
17,20ft,3
18,20ft,20
19,40ft,21
20,40ft,21
21,40ft,19
22,40ft,14
23,40ft,25
24,40ft,26
25,40ft,14
26,40ft,9
27,40ft,9
28,40ft,9
29,20ft,21
30,20ft,22
31,20ft,12
32,20ft,22
33,40ft,25
34,40ft,20
35,40ft,20
36,40ft,22
37,20ft,19
38,20ft,25
39,20ft,9
40,20ft,20
41,40ft,27
42,40ft,29
43,40ft,21
44,40ft,13
45,20ft,14
46,20ft,21
47,40ft,24
48,40ft,22
49,40ft,12
50,40ft,8
51,40ft,5
52,40ft,20
53,40ft,22
54,20ft,24
55,20ft,28
56,20ft,25
57,20ft,26
58,20ft,21
59,20ft,29
60,20ft,19
61,20ft,26
62,40ft,26
63,40ft,21
64,20ft,3
65,20ft,9
66,40ft,9
67,40ft,9
68,40ft,5
69,40ft,6
70,40ft,3
71,20ft,20
72,20ft,29
73,20ft,21
74,20ft,19
75,20ft,9
76,20ft,19
77,40ft,20
78,40ft,12
79,40ft,14
80,40ft,29
81,40ft,19
82,40ft,21
83,40ft,20
84,40ft,3
85,40ft,2
86,20ft,3
87,20ft,26
88,40ft,22
89,40ft,19
90,40ft,20
91,40ft,22
92,40ft,22
93,40ft,28
94,40ft,27
95,40ft,26
96,40ft,24
97,40ft,24
98,40ft,28
99,40ft,27
100,40ft,28
101,40ft,21
102,20ft,19
103,20ft,23
104,20ft,13
105,20ft,19
106,40ft,29
107,40ft,27
108,40ft,21
109,40ft,23
110,40ft,28
111,40ft,28
112,40ft,29
113,40ft,27
114,40ft,2
115,40ft,2
116,40ft,26
117,40ft,19
118,40ft,19
119,40ft,22
120,40ft,12
121,40ft,15
122,20ft,22
123,20ft,19
124,40ft,28
125,40ft,29
126,40ft,29
127,40ft,20
128,20ft,3
129,20ft,13
130,40ft,15
131,40ft,14
132,40ft,13
133,40ft,9
134,40ft,9
135,40ft,9
136,40ft,8
137,20ft,26
138,20ft,29
139,20ft,26
140,20ft,29
141,20ft,28
142,20ft,25
143,20ft,27
144,20ft,24
145,20ft,21
146,20ft,21
147,40ft,25
148,40ft,19
149,40ft,2
150,40ft,3
151,40ft,19
152,40ft,19
153,40ft,21
154,20ft,19
155,20ft,25
156,40ft,21
157,40ft,20
158,40ft,22
159,40ft,21
160,40ft,19
161,40ft,25
162,40ft,29
163,40ft,21
164,40ft,19
165,40ft,21
166,40ft,21
167,40ft,21
168,40ft,22
169,40ft,20
170,40ft,19
171,40ft,13
172,40ft,2
173,20ft,22
174,20ft,29
175,20ft,2
176,20ft,25
177,40ft,6
178,40ft,2
179,20ft,20
180,20ft,19
181,40ft,27
182,40ft,26
183,40ft,25
184,40ft,25
