id,tipo,peso
0,20ft,13
1,20ft,20
2,40ft,20
3,40ft,13
4,40ft,9
5,40ft,5
6,40ft,6
7,40ft,25
8,40ft,25
9,40ft,19
10,40ft,20
11,40ft,22
12,40ft,21
13,20ft,15
14,20ft,22
15,40ft,28
16,40ft,22
17,40ft,19
18,40ft,19
19,40ft,19
20,20ft,21
21,20ft,20
22,40ft,24
23,40ft,27
24,40ft,22
25,40ft,18
26,40ft,22
27,20ft,14
28,20ft,20
29,20ft,20
30,20ft,19
31,40ft,19
32,40ft,22
33,20ft,22
34,20ft,22
35,40ft,21
36,40ft,14
37,40ft,22
38,40ft,20
39,40ft,21
40,40ft,19
41,40ft,14
42,40ft,9
43,40ft,22
44,40ft,22
45,40ft,25
46,40ft,22
47,40ft,9
48,20ft,28
49,20ft,28
50,20ft,21
51,20ft,20
52,20ft,19
53,20ft,22
54,20ft,20
55,20ft,21
56,20ft,3
57,20ft,22
58,40ft,25
59,40ft,22
60,40ft,23
61,40ft,22
62,40ft,19
63,40ft,22
64,20ft,20
65,20ft,21
66,40ft,28
67,40ft,28
68,40ft,29
69,40ft,28
70,40ft,21
71,40ft,20
72,40ft,21
73,20ft,14
74,20ft,26
75,40ft,24
76,40ft,24
77,40ft,12
78,40ft,12
79,20ft,22
80,20ft,21
81,40ft,8
82,40ft,6
83,20ft,21
84,20ft,25
85,40ft,28
86,40ft,22
87,40ft,20
88,40ft,5
89,40ft,5
90,40ft,22
91,40ft,19
92,40ft,15
93,40ft,14
94,40ft,12
95,40ft,9
96,20ft,19
97,20ft,21
98,40ft,20
99,40ft,22
100,40ft,21
101,40ft,12
102,40ft,2
103,20ft,3
104,20ft,20
105,40ft,14
106,40ft,14
107,40ft,8
108,40ft,8
109,40ft,6
110,40ft,8
111,40ft,9
112,40ft,5
113,40ft,5
114,40ft,6
115,40ft,2
116,40ft,19
117,40ft,28
118,20ft,20
119,20ft,19
120,20ft,13
121,20ft,20
122,40ft,23
123,40ft,2
124,40ft,27
125,40ft,23
126,40ft,20
127,40ft,22
128,20ft,21
129,20ft,27
130,40ft,5
131,20ft,22
132,20ft,19
133,40ft,25
134,40ft,6
135,40ft,9
136,40ft,8
137,40ft,9
138,40ft,9
139,40ft,28
140,40ft,28
141,40ft,28
142,40ft,20
143,20ft,20
144,20ft,26
145,40ft,20
146,40ft,21
147,40ft,19
148,40ft,20
149,40ft,19
150,40ft,20
151,40ft,20
152,20ft,28
153,20ft,24
154,20ft,21
155,20ft,22
156,20ft,22
157,20ft,20
158,40ft,20
159,40ft,15
160,40ft,15
161,40ft,9
162,40ft,8
163,40ft,9
164,40ft,20
165,40ft,14
166,40ft,12
167,40ft,8
168,40ft,9
169,40ft,8
170,40ft,9
171,20ft,21
172,20ft,22
173,40ft,27
174,40ft,19
175,40ft,19
176,40ft,14
177,20ft,2
178,20ft,3
179,40ft,6
180,40ft,6
181,40ft,6
182,20ft,20
183,20ft,22
184,20ft,14
185,20ft,21
186,20ft,3
187,20ft,19
188,40ft,22
189,40ft,28
190,40ft,19
191,40ft,22
192,20ft,19
193,20ft,20
194,40ft,26
195,40ft,24
196,40ft,19
197,40ft,5
198,40ft,2
199,40ft,28
200,40ft,19
201,40ft,21
202,40ft,22
203,40ft,20
204,40ft,19
205,20ft,9
206,20ft,19
207,40ft,19
208,40ft,20
209,40ft,8
210,40ft,8
211,40ft,9
212,20ft,3
213,20ft,2
214,20ft,2
215,20ft,3
216,40ft,5
217,40ft,6
218,40ft,6
219,20ft,22
220,20ft,28
221,20ft,19
222,20ft,22
223,20ft,9
