id,tipo,peso
0,20ft,25
1,20ft,27
2,20ft,19
3,20ft,18
4,20ft,20
5,20ft,20
6,20ft,14
7,20ft,14
8,40ft,13
9,40ft,9
10,20ft,27
11,20ft,24
12,40ft,27
13,40ft,26
14,40ft,23
15,40ft,21
16,40ft,9
17,40ft,28
18,40ft,9
19,20ft,22
20,20ft,26
21,40ft,25
22,40ft,29
23,40ft,8
24,40ft,3
25,40ft,29
26,40ft,28
27,40ft,24
28,40ft,22
29,40ft,22
30,40ft,20
31,40ft,20
32,40ft,19
33,40ft,22
34,40ft,20
35,40ft,20
36,40ft,14
37,40ft,12
38,40ft,14
39,40ft,26
40,40ft,24
41,40ft,26
42,40ft,29
43,40ft,9
44,40ft,13
45,40ft,13
46,40ft,9
47,40ft,9
48,40ft,9
49,40ft,9
50,40ft,8
51,40ft,27
52,40ft,22
53,40ft,20
54,40ft,19
55,40ft,20
56,40ft,20
57,40ft,25
58,40ft,29
59,20ft,21
60,20ft,22
61,40ft,9
62,20ft,21
63,20ft,20
64,20ft,8
65,20ft,14
66,40ft,15
67,20ft,20
68,20ft,22
69,20ft,22
70,20ft,21
71,40ft,22
72,40ft,22
73,20ft,21
74,20ft,19
75,20ft,18
76,20ft,22
77,40ft,29
78,40ft,27
79,40ft,25
80,40ft,25
81,20ft,27
82,20ft,24
83,20ft,19
84,20ft,29
85,40ft,27
86,40ft,26
87,40ft,27
88,40ft,28
89,20ft,9
90,20ft,22
91,40ft,5
92,20ft,13
93,20ft,20
94,40ft,22
95,40ft,22
96,40ft,19
97,20ft,9
98,20ft,24
99,20ft,8
100,20ft,19
101,20ft,3
102,20ft,15
103,40ft,5
104,40ft,6
105,40ft,6
106,40ft,27
107,40ft,22
108,40ft,22
109,40ft,20
110,40ft,21
111,40ft,20
112,40ft,26
113,40ft,27
114,40ft,22
115,40ft,19
116,40ft,19
117,40ft,27
118,40ft,29
119,20ft,22
120,20ft,21
121,20ft,14
122,20ft,21
123,40ft,20
124,40ft,14
125,40ft,6
126,20ft,19
127,20ft,29
128,20ft,21
129,20ft,22
130,40ft,14
131,40ft,5
132,40ft,27
133,40ft,27
134,20ft,18
135,20ft,22
136,40ft,13
137,40ft,9
138,40ft,24
139,40ft,3
140,20ft,20
141,20ft,26
142,40ft,26
143,40ft,21
144,40ft,12
145,40ft,9
146,40ft,9
147,40ft,8
148,40ft,5
149,40ft,6
150,40ft,2
151,20ft,26
152,20ft,26
153,40ft,25
154,40ft,25
155,40ft,20
156,40ft,25
157,40ft,24
158,40ft,29
159,20ft,21
160,20ft,21
161,40ft,6
162,40ft,27
163,40ft,27
164,20ft,2
165,20ft,25
166,40ft,27
167,40ft,22
168,40ft,5
169,40ft,5
170,40ft,5
171,40ft,6
172,40ft,25
173,40ft,27
174,40ft,14
175,40ft,6
176,40ft,3
177,40ft,3
178,20ft,3
179,20ft,27
180,40ft,19
181,40ft,19
182,40ft,21
183,40ft,12
184,20ft,22
185,20ft,21
186,40ft,25
187,40ft,25
188,40ft,26
189,40ft,8
190,40ft,9
191,40ft,6
192,20ft,14
193,20ft,20
194,40ft,5
195,40ft,3
196,40ft,2
197,40ft,23
