id,tipo,peso
0,40ft,28
1,40ft,29
2,40ft,6
3,40ft,6
4,40ft,2
5,40ft,3
6,20ft,2
7,20ft,22
8,20ft,20
9,20ft,3
10,40ft,23
11,40ft,13
12,40ft,9
13,40ft,9
14,20ft,8
15,20ft,28
16,40ft,6
17,40ft,6
18,40ft,25
19,40ft,28
20,20ft,2
21,20ft,2
22,20ft,21
23,20ft,28
24,20ft,22
25,20ft,25
26,40ft,20
27,20ft,19
28,20ft,29
29,20ft,27
30,20ft,19
31,20ft,22
32,20ft,20
33,20ft,19
34,20ft,22
35,20ft,13
36,20ft,22
37,40ft,27
38,40ft,20
39,40ft,21
40,40ft,13
41,40ft,24
42,20ft,22
43,20ft,19
44,20ft,19
45,20ft,20
46,40ft,22
47,40ft,13
48,40ft,13
49,40ft,8
50,20ft,20
51,20ft,25
52,40ft,2
53,40ft,22
54,40ft,28
55,40ft,29
56,40ft,13
57,40ft,12
58,20ft,21
59,20ft,22
60,20ft,13
61,20ft,22
62,20ft,3
63,20ft,19
64,40ft,15
65,40ft,9
66,40ft,9
67,40ft,8
68,40ft,8
69,40ft,8
70,40ft,14
71,40ft,13
72,40ft,8
73,40ft,9
74,40ft,9
75,40ft,6
76,20ft,26
77,20ft,29
78,20ft,29
79,20ft,25
80,20ft,19
81,20ft,22
82,40ft,8
83,40ft,8
84,20ft,19
85,20ft,24
86,20ft,2
87,20ft,26
88,40ft,14
89,40ft,9
90,40ft,9
91,40ft,6
92,40ft,27
93,40ft,19
94,40ft,22
95,40ft,8
96,20ft,26
97,20ft,25
98,40ft,8
99,20ft,20
100,20ft,27
101,20ft,14
102,20ft,22
103,40ft,21
104,40ft,14
105,40ft,14
106,40ft,9
107,40ft,19
108,40ft,20
109,40ft,20
110,40ft,19
111,40ft,12
112,40ft,9
113,40ft,8
114,20ft,12
115,20ft,19
116,40ft,19
117,20ft,19
118,20ft,22
119,20ft,3
120,20ft,3
121,40ft,6
122,20ft,21
123,20ft,27
124,40ft,5
125,40ft,5
126,40ft,26
127,40ft,20
128,20ft,22
129,20ft,22
130,20ft,9
131,20ft,20
132,40ft,24
133,40ft,22
134,40ft,19
135,40ft,13
136,40ft,9
137,40ft,9
138,40ft,9
139,40ft,6
140,40ft,2
141,20ft,25
142,20ft,26
143,20ft,18
144,20ft,28
145,20ft,2
146,20ft,25
147,40ft,29
148,40ft,21
149,40ft,21
150,40ft,15
151,20ft,2
152,20ft,22
153,40ft,23
154,40ft,14
155,40ft,14
156,40ft,12
157,20ft,21
158,20ft,22
159,40ft,21
160,40ft,15
161,40ft,8
162,40ft,9
163,20ft,21
164,20ft,21
165,40ft,14
166,40ft,5
167,40ft,3
168,40ft,26
169,40ft,6
170,40ft,3
171,20ft,19
172,20ft,25
173,40ft,25
174,40ft,14
175,40ft,15
176,20ft,27
177,20ft,27
178,20ft,22
179,20ft,22
180,40ft,22
181,40ft,19
182,40ft,20
183,40ft,21
184,20ft,13
185,20ft,21
186,40ft,19
187,40ft,21
188,40ft,14
189,40ft,15
190,40ft,14
191,40ft,8
192,40ft,5
193,40ft,5
194,20ft,28
195,20ft,26
196,20ft,20
197,20ft,26
198,20ft,21
199,20ft,25
200,40ft,26
201,20ft,26
202,20ft,28
203,20ft,27
204,20ft,29
205,20ft,21
206,20ft,21
207,40ft,29
208,40ft,8
209,40ft,3
210,40ft,21
211,40ft,21
212,40ft,13
213,40ft,12
214,40ft,13
215,40ft,2
216,20ft,8
217,20ft,20
218,40ft,21
219,40ft,5
220,40ft,6
221,40ft,2
222,20ft,3
223,20ft,22
224,40ft,21
225,40ft,22
226,40ft,21
227,40ft,20
228,40ft,21
229,20ft,15
230,20ft,19
231,40ft,19
232,40ft,22
233,40ft,8
234,20ft,19
235,20ft,28
236,20ft,8
237,20ft,27
238,40ft,19
239,20ft,18
240,20ft,20
241,20ft,2
242,20ft,22
243,40ft,2
244,20ft,22
245,20ft,22
246,20ft,21
247,20ft,20
248,40ft,22
249,40ft,8
250,40ft,20
251,40ft,18
252,40ft,14
253,40ft,3
254,40ft,24
255,40ft,13
256,40ft,14
257,40ft,9
258,40ft,3
259,40ft,3
260,20ft,8
261,20ft,27
262,40ft,26
263,40ft,21
264,40ft,22
265,40ft,20
266,40ft,21
267,40ft,13
268,40ft,8
269,20ft,3
270,20ft,3
271,40ft,6
272,40ft,18
273,40ft,22
274,40ft,12
275,40ft,13
276,40ft,8
277,40ft,8
278,40ft,5
279,40ft,2
280,20ft,23
281,20ft,19
282,40ft,19
283,40ft,20
284,40ft,20
285,40ft,20
286,40ft,22
287,40ft,14
288,20ft,19
289,20ft,25
290,40ft,26
291,40ft,25
292,40ft,13
293,40ft,9
294,20ft,19
295,20ft,22
296,40ft,14
297,20ft,9
298,20ft,25
299,40ft,27
300,40ft,6
301,20ft,22
302,20ft,22
303,40ft,26
304,40ft,12
305,40ft,19
306,40ft,24
307,40ft,27
308,40ft,21
309,40ft,22
310,40ft,14
311,40ft,13
312,40ft,19
313,40ft,19
314,40ft,21
315,40ft,21
316,40ft,21
317,40ft,22
318,20ft,19
319,20ft,26
320,20ft,22
321,20ft,25
322,40ft,21
323,40ft,22
324,40ft,8
325,40ft,6
326,20ft,22
327,20ft,25
328,20ft,8
329,20ft,20
330,40ft,20
331,40ft,6
332,40ft,5
333,40ft,5
334,20ft,26
335,20ft,27
336,40ft,27
337,40ft,28
338,20ft,26
339,20ft,24
340,40ft,20
341,40ft,19
342,40ft,9
343,20ft,14
344,20ft,28
345,20ft,2
346,20ft,27
347,40ft,25
348,40ft,22
349,40ft,14
350,40ft,29
351,20ft,13
352,20ft,21
353,20ft,2
354,20ft,13
355,40ft,14
356,40ft,8
357,40ft,8
358,40ft,6
359,40ft,3
360,40ft,3
361,20ft,26
362,20ft,29
363,20ft,2
364,20ft,28
365,40ft,29
366,40ft,27
367,40ft,28
368,40ft,21
369,40ft,20
370,40ft,13
371,40ft,20
372,40ft,21
373,40ft,19
374,40ft,22
375,40ft,20
376,40ft,9
377,40ft,5
378,40ft,6
379,40ft,26
380,40ft,24
381,40ft,21
382,40ft,20
383,40ft,20
384,40ft,6
385,40ft,2
386,40ft,2
387,20ft,19
388,20ft,20
389,20ft,20
390,20ft,22
391,20ft,21
392,20ft,19
393,20ft,14
394,20ft,21
395,40ft,21
396,40ft,2
397,40ft,3
398,40ft,19
399,40ft,21
400,40ft,22
401,40ft,9
402,40ft,21
403,40ft,20
404,40ft,20
405,20ft,13
406,20ft,19
407,20ft,12
408,20ft,20
409,40ft,9
410,20ft,25
411,20ft,24
412,20ft,19
413,20ft,21
414,40ft,26
415,40ft,27
416,40ft,29
417,40ft,21
418,40ft,8
419,40ft,14
420,20ft,15
421,20ft,21
422,20ft,8
423,20ft,21
424,40ft,22
425,40ft,23
426,40ft,21
427,40ft,19
428,40ft,20
429,20ft,27
430,20ft,29
431,20ft,28
432,20ft,26
433,20ft,27
434,20ft,28
435,40ft,29
436,40ft,24
437,20ft,3
438,20ft,21
439,20ft,3
440,20ft,9
441,40ft,5
442,40ft,5
443,40ft,5
444,40ft,6
445,40ft,5
446,20ft,26
447,20ft,28
448,20ft,20
449,20ft,21
450,40ft,26
